# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Oct 26 03:59:46 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN cb_flag:        Circumbinary Flag
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
#
pl_name,hostname,pl_letter,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2
Kepler-1907 b,Kepler-1907,b,1,2,0,0,Transit,2021,Kepler,0,5.65245009,,,0,0.056500,,,0,0.870,,,0,0.58900,,,0,4.920000,,,0,0.000000,,,0,856,,,0,85.000,,,0,,5159.00,153.00,-153.00,0,0.80,0.09,-0.09,0,0.75,0.11,-0.06,0,4.51,0.09,-0.09,0,14.000,3.900,-3.900,0,280.7085829,47.3279236,292.1110000,1.3330000,-1.3220000,13.9890000,0.1600000,-0.1600000,11.7260000,0.0110000,-0.0110000
Kepler-1907 c,Kepler-1907,c,1,2,0,0,Transit,2021,Kepler,0,14.86390018,,,0,0.107600,,,0,1.155,,,0,1.63000,,,0,5.810000,,,0,0.000000,,,0,620,,,0,84.230,,,0,,5159.00,153.00,-153.00,0,0.80,0.09,-0.09,0,0.75,0.11,-0.06,0,4.51,0.09,-0.09,0,14.000,3.900,-3.900,0,280.7085829,47.3279236,292.1110000,1.3330000,-1.3220000,13.9890000,0.1600000,-0.1600000,11.7260000,0.0110000,-0.0110000
Kepler-1909 b,Kepler-1909,b,1,1,0,0,Transit,2021,Kepler,0,2.39160991,,,0,0.030600,,,0,1.092,,,0,1.33000,,,0,5.610000,,,0,0.000000,,,0,1031,,,0,88.150,,,0,,4935.00,147.00,-133.00,0,0.69,0.06,-0.07,0,0.66,0.09,-0.04,0,4.59,0.07,-0.04,0,13.900,3.700,-3.700,0,290.8894090,42.4596251,763.6620000,17.9405000,-17.9405000,15.9330000,0.2630000,-0.2630000,13.5580000,0.0370000,-0.0370000
Kepler-191 b,Kepler-191,b,1,3,0,0,Transit,2014,Kepler,0,9.93963200,0.00006600,-0.00006600,0,0.087000,,,0,1.340,0.660,-0.660,0,2.36000,,,0,5.390000,,,0,0.000000,,,0,722,,,0,84.140,,,0,,5282.00,200.00,-200.00,0,0.79,0.39,-0.39,0,0.81,0.06,-0.03,0,4.59,0.30,-0.30,0,0.900,3.900,-3.900,0,291.1833211,45.3230937,594.4640000,7.8850000,-7.8850000,14.9870000,0.0920000,-0.0920000,12.8830000,0.0400000,-0.0400000
Kepler-191 c,Kepler-191,c,1,3,0,0,Transit,2014,Kepler,0,17.73850600,0.00008200,-0.00008200,0,0.128000,,,0,1.860,0.920,-0.920,0,4.12000,,,0,3.520000,,,0,0.000000,,,0,596,,,0,88.160,,,0,,5282.00,200.00,-200.00,0,0.79,0.39,-0.39,0,0.81,0.06,-0.03,0,4.59,0.30,-0.30,0,0.900,3.900,-3.900,0,291.1833211,45.3230937,594.4640000,7.8850000,-7.8850000,14.9870000,0.0920000,-0.0920000,12.8830000,0.0400000,-0.0400000
Kepler-191 d,Kepler-191,d,1,3,0,0,Transit,2016,Kepler,0,5.94504102,0.00000763,-0.00000763,0,0.059900,,,0,2.280,0.160,-0.130,0,5.82000,,,0,2.700000,,,0,0.000000,,,0,857,,,0,86.240,,,0,,5215.00,102.70,-87.77,0,0.80,0.05,-0.04,0,0.84,0.04,-0.05,0,4.56,0.03,-0.07,0,4.900,6.300,-3.070,0,291.1833211,45.3230937,594.4640000,7.8850000,-7.8850000,14.9870000,0.0920000,-0.0920000,12.8830000,0.0400000,-0.0400000
Kepler-1910 b,Kepler-1910,b,1,1,0,0,Transit,2021,Kepler,0,5.68876982,,,0,0.053600,,,0,1.184,,,0,1.78000,,,0,5.890000,,,0,0.000000,,,0,645,,,0,88.600,,,0,,4234.00,128.00,-141.00,0,0.64,0.04,-0.06,0,0.64,0.06,-0.06,0,4.63,0.05,-0.02,0,13.900,3.600,-3.600,0,296.6171677,41.2811677,,,,16.0920000,0.1600000,-0.1600000,12.7750000,0.0330000,-0.0330000
Kepler-1911 b,Kepler-1911,b,1,1,0,0,Transit,2021,Kepler,0,5.99079990,,,0,0.063600,,,0,1.011,,,0,1.01000,,,0,5.370000,,,0,0.000000,,,0,987,,,0,84.420,,,0,,5721.00,102.00,-113.00,0,0.97,0.14,-0.08,0,0.95,0.06,-0.06,0,4.44,0.07,-0.12,0,,,,0,299.3035590,41.4410233,269.9120000,2.0280000,-1.9980000,12.2450000,0.0570000,-0.0570000,10.6350000,0.0180000,-0.0180000
Kepler-1912 b,Kepler-1912,b,1,1,0,0,Transit,2021,Kepler,0,6.05921984,,,0,0.064600,,,0,1.357,,,0,2.41000,,,0,5.300000,,,0,0.000000,,,0,976,,,0,89.190,,,0,,5734.00,104.00,-115.00,0,0.96,0.14,-0.07,0,0.98,0.06,-0.07,0,4.46,0.05,-0.12,0,,,,0,282.1178211,46.2239547,297.0170000,1.8250000,-1.8030000,12.3600000,0.0570000,-0.0570000,10.7990000,0.0110000,-0.0110000
Kepler-1913 b,Kepler-1913,b,1,1,0,0,Transit,2021,Kepler,0,14.19600010,,,0,0.120900,,,0,1.519,,,0,2.92000,,,0,4.580000,,,0,0.000000,,,0,818,,,0,87.660,,,0,,6214.00,186.00,-224.00,0,1.08,0.35,-0.12,0,1.17,0.14,-0.17,0,4.44,0.05,-0.22,0,,,,0,290.2166890,44.7795863,876.3000000,20.8500000,-19.9190000,14.8140000,0.1370000,-0.1370000,13.2020000,0.0280000,-0.0280000
Kepler-1914 b,Kepler-1914,b,1,1,0,0,Transit,2021,Kepler,0,30.82789993,,,0,0.195400,,,0,2.943,,,0,8.97000,,,0,1.930000,,,0,0.000000,,,0,585,,,0,89.980,,,0,,5982.00,189.00,-232.00,0,0.96,0.27,-0.11,0,1.05,0.13,-0.14,0,4.49,0.05,-0.19,0,,,,0,291.4314024,38.6543635,1621.5600000,86.2200000,-78.0800000,15.9110000,0.2180000,-0.2180000,14.2120000,0.0770000,-0.0770000
Kepler-1915 b,Kepler-1915,b,1,1,0,0,Transit,2021,Kepler,0,13.83539963,,,0,0.114000,,,0,3.218,,,0,10.40000,,,0,1.710000,,,0,0.000000,,,0,809,,,0,84.100,,,0,,6020.00,211.00,-211.00,0,1.06,0.34,-0.15,0,1.03,0.15,-0.13,0,4.40,0.09,-0.20,0,,,,0,301.2786852,44.2505116,1514.6600000,79.1100000,-71.7400000,16.2610000,0.1600000,-0.1600000,14.0390000,0.0520000,-0.0520000
Kepler-1916 b,Kepler-1916,b,1,1,0,0,Transit,2021,Kepler,0,31.25429916,,,0,0.205300,,,0,2.618,,,0,7.35000,,,0,2.250000,,,0,0.000000,,,0,635,,,0,89.980,,,0,,6246.00,173.00,-260.00,0,1.09,0.36,-0.12,0,1.18,0.16,-0.17,0,4.43,0.05,-0.22,0,,,,0,293.0705754,48.3876790,2055.8200000,174.1900000,-149.5200000,15.7790000,0.2520000,-0.2520000,14.3650000,0.0940000,-0.0940000
Kepler-1917 b,Kepler-1917,b,1,1,0,0,Transit,2021,Kepler,0,12.90240002,,,0,0.103000,,,0,1.890,,,0,4.23000,,,0,3.440000,,,0,0.000000,,,0,675,,,0,89.420,,,0,,5530.00,166.00,-166.00,0,0.79,0.18,-0.07,0,0.88,0.08,-0.10,0,4.59,0.04,-0.14,0,,,,0,294.1038932,45.0013533,909.0370000,25.0250000,-25.0250000,15.4740000,0.2400000,-0.2400000,13.5090000,0.0370000,-0.0370000
Kepler-1918 b,Kepler-1918,b,1,1,0,0,Transit,2021,Kepler,0,47.05640030,,,0,0.252400,,,0,2.298,,,0,5.89000,,,0,2.670000,,,0,0.000000,,,0,497,,,0,89.710,,,0,,5889.00,186.00,-206.00,0,0.92,0.27,-0.12,0,0.97,0.12,-0.12,0,4.49,0.07,-0.21,0,,,,0,292.5305460,42.2145765,1030.1100000,35.2900000,-33.0590000,15.5330000,0.1720000,-0.1720000,14.0530000,0.0740000,-0.0740000
Kepler-1919 b,Kepler-1919,b,1,1,0,0,Transit,2021,Kepler,0,37.88660049,,,0,0.210700,,,0,2.624,,,0,7.38000,,,0,2.240000,,,0,0.000000,,,0,479,,,0,89.970,,,0,,5513.00,166.00,-166.00,0,0.82,0.19,-0.08,0,0.87,0.09,-0.09,0,4.55,0.05,-0.14,0,,,,0,283.1319153,43.9560050,1177.5300000,52.7400000,-48.4800000,16.1610000,0.2060000,-0.2060000,14.0220000,0.0700000,-0.0700000
Kepler-192 b,Kepler-192,b,1,3,0,0,Transit,2014,Kepler,0,9.92674600,0.00001800,-0.00001800,0,0.090000,,,0,2.740,0.450,-0.450,0,7.95000,,,0,2.120000,,,0,0.000000,,,0,803,,,0,87.770,,,0,,5479.00,100.00,-100.00,0,1.01,0.16,-0.16,0,0.94,0.03,-0.03,0,4.43,0.15,-0.15,0,0.500,4.000,-4.000,0,287.9179379,45.5928829,651.6740000,6.7435000,-6.7435000,14.3080000,0.1830000,-0.1830000,12.4270000,0.0210000,-0.0210000
Kepler-192 c,Kepler-192,c,1,3,0,0,Transit,2014,Kepler,0,21.22340000,0.00007600,-0.00007600,0,0.150000,,,0,2.790,0.520,-0.520,0,8.20000,,,0,2.070000,,,0,0.000000,,,0,623,,,0,87.860,,,0,,5479.00,100.00,-100.00,0,1.01,0.16,-0.16,0,0.94,0.03,-0.03,0,4.43,0.15,-0.15,0,0.500,4.000,-4.000,0,287.9179379,45.5928829,651.6740000,6.7435000,-6.7435000,14.3080000,0.1830000,-0.1830000,12.4270000,0.0210000,-0.0210000
Kepler-192 d,Kepler-192,d,1,3,0,0,Transit,2016,Kepler,0,6.47027579,0.00004320,-0.00004320,0,0.066800,,,0,1.020,0.100,-0.070,0,1.04000,,,0,5.390000,,,0,0.000000,,,0,926,,,0,85.940,,,0,,5487.00,66.16,-60.56,0,0.94,0.08,-0.06,0,0.94,0.03,-0.03,0,4.46,0.06,-0.07,0,6.760,4.000,-4.140,0,287.9179379,45.5928829,651.6740000,6.7435000,-6.7435000,14.3080000,0.1830000,-0.1830000,12.4270000,0.0210000,-0.0210000
Kepler-1920 b,Kepler-1920,b,1,1,0,0,Transit,2021,Kepler,0,30.25410080,,,0,0.204300,,,0,2.954,,,0,9.03000,,,0,1.920000,,,0,0.000000,,,0,660,,,0,89.940,,,0,,6277.00,170.00,-208.00,0,1.16,0.40,-0.13,0,1.24,0.17,-0.17,0,4.40,0.06,-0.22,0,,,,0,291.0620355,38.8632881,885.9130000,14.3420000,-14.3420000,14.3920000,0.1720000,-0.1720000,12.9080000,0.0260000,-0.0260000
Kepler-1921 b,Kepler-1921,b,1,1,0,0,Transit,2021,Kepler,0,20.03479958,,,0,0.155700,,,0,2.895,,,0,8.72000,,,0,1.980000,,,0,0.000000,,,0,967,,,0,89.530,,,0,,6120.00,195.00,-217.00,0,2.00,0.47,-0.80,0,1.25,0.19,-0.23,0,3.93,0.40,-0.13,0,,,,0,300.3161723,45.4953271,928.9890000,15.2530000,-14.7770000,13.1030000,0.0690000,-0.0690000,11.5140000,0.0230000,-0.0230000
Kepler-1922 b,Kepler-1922,b,1,1,0,0,Transit,2021,Kepler,0,13.22259998,,,0,0.107700,,,0,2.291,,,0,5.86000,,,0,2.680000,,,0,0.000000,,,0,740,,,0,83.990,,,0,,5931.00,161.00,-178.00,0,0.86,0.23,-0.08,0,0.95,0.11,-0.12,0,4.54,0.04,-0.19,0,,,,0,292.3303706,37.9970696,1344.2900000,46.9900000,-46.9900000,15.3880000,0.2750000,-0.2750000,13.6000000,0.0490000,-0.0490000
Kepler-1923 b,Kepler-1923,b,1,1,0,0,Transit,2021,Kepler,0,52.60969925,,,0,0.284600,,,0,1.960,,,0,4.50000,,,0,3.290000,,,0,0.000000,,,0,553,,,0,89.880,,,0,,5881.00,79.00,-79.00,0,1.29,0.21,-0.23,0,1.11,0.07,-0.09,0,4.26,0.14,-0.11,0,,,,0,298.0834457,40.3462551,990.8380000,,,14.4540000,0.1140000,-0.1140000,12.6220000,0.0200000,-0.0200000
Kepler-1924 b,Kepler-1924,b,1,1,0,0,Transit,2021,Kepler,0,15.33170033,,,0,0.121600,,,0,2.654,,,0,7.53000,,,0,2.210000,,,0,0.000000,,,0,821,,,0,86.550,,,0,,5726.00,86.00,-78.00,0,1.29,0.21,-0.24,0,1.02,0.08,-0.07,0,4.23,0.16,-0.11,0,,,,0,293.7673860,42.8291562,1910.7700000,102.0500000,-102.0500000,15.0840000,0.1370000,-0.1370000,13.4440000,0.0380000,-0.0380000
Kepler-1925 b,Kepler-1925,b,1,1,0,0,Transit,2021,Kepler,0,46.71640015,,,0,0.258800,,,0,3.002,,,0,9.28000,,,0,1.890000,,,0,0.000000,,,0,531,,,0,89.680,,,0,,5856.00,79.00,-79.00,0,1.09,0.18,-0.10,0,1.06,0.07,-0.06,0,4.39,0.07,-0.12,0,,,,0,289.8287452,45.1026883,1771.3100000,81.0000000,-74.3400000,15.3820000,0.1370000,-0.1370000,13.5980000,0.0320000,-0.0320000
Kepler-1926 b,Kepler-1926,b,1,1,0,0,Transit,2021,Kepler,0,42.87770081,,,0,0.219700,,,0,2.315,,,0,5.97000,,,0,2.640000,,,0,0.000000,,,0,451,,,0,89.990,,,0,,5256.00,184.00,-184.00,0,0.83,0.13,-0.11,0,0.77,0.11,-0.06,0,4.48,0.10,-0.13,0,,,,0,291.1987905,44.1662033,667.4050000,27.7450000,-25.6500000,15.8000000,0.3550000,-0.3550000,13.6260000,0.0420000,-0.0420000
Kepler-1927 b,Kepler-1927,b,1,1,0,0,Transit,2021,Kepler,0,73.75039673,,,0,0.385900,,,0,3.406,,,0,11.50000,,,0,1.600000,,,0,0.000000,,,0,677,,,0,89.830,,,0,,6056.00,81.00,-81.00,0,2.48,0.34,-0.86,0,1.41,0.15,-0.23,0,3.80,0.29,-0.10,0,,,,0,296.3546093,41.3355698,1091.0000000,24.7200000,-23.6700000,13.3120000,0.1030000,-0.1030000,11.8260000,0.0180000,-0.0180000
Kepler-1928 b,Kepler-1928,b,1,1,0,0,Transit,2021,Kepler,0,19.57783000,0.00002200,-0.00002100,0,0.194000,0.032000,-0.039000,0,1.992,0.133,-0.078,0,4.63000,,,0,3.220000,,,0,0.430000,0.180000,-0.140000,0,621,,,0,88.920,0.690,-0.400,0,,5720.00,60.00,-60.00,0,0.92,0.04,-0.04,0,1.01,0.03,-0.03,0,4.53,0.02,-0.11,0,0.105,0.010,-0.010,0,290.4406294,38.5235721,326.3620000,2.4730000,-2.4370000,12.6790000,0.0690000,-0.0690000,11.1070000,0.0190000,-0.0190000
Kepler-1929 b,Kepler-1929,b,1,1,0,0,Transit,2021,Kepler,0,59.36249924,,,0,0.298700,,,0,3.073,,,0,9.65000,,,0,1.830000,,,0,0.000000,,,0,566,,,0,90.000,,,0,,5786.00,115.00,-104.00,0,1.47,0.23,-0.32,0,1.01,0.10,-0.08,0,4.11,0.19,-0.10,0,,,,0,299.5833362,47.4481244,508.2010000,5.5990000,-5.4800000,11.7880000,0.0220000,-0.0220000,10.4530000,0.0200000,-0.0200000
Kepler-193 b,Kepler-193,b,1,2,0,0,Transit,2014,Kepler,0,11.38848000,0.00005400,-0.00005400,0,0.106000,,,0,2.390,1.080,-1.080,0,6.30000,,,0,2.540000,,,0,0.000000,,,0,979,,,0,89.400,,,0,,6335.00,200.00,-200.00,0,1.15,0.52,-0.52,0,1.14,0.09,-0.09,0,4.40,0.30,-0.30,0,0.300,1.000,-1.000,0,296.4985951,46.5772484,1009.1000000,22.9000000,-21.9290000,14.7120000,0.0460000,-0.0460000,13.2180000,0.0300000,-0.0300000
Kepler-193 c,Kepler-193,c,1,2,0,0,Transit,2014,Kepler,0,50.69749400,0.00044600,-0.00044600,0,0.286000,,,0,2.750,1.240,-1.240,0,8.00000,,,0,2.110000,,,0,0.000000,,,0,595,,,0,89.880,,,0,,6335.00,200.00,-200.00,0,1.15,0.52,-0.52,0,1.14,0.09,-0.09,0,4.40,0.30,-0.30,0,0.300,1.000,-1.000,0,296.4985951,46.5772484,1009.1000000,22.9000000,-21.9290000,14.7120000,0.0460000,-0.0460000,13.2180000,0.0300000,-0.0300000
Kepler-1930 b,Kepler-1930,b,1,1,0,0,Transit,2021,Kepler,0,13.02680016,,,0,0.102500,,,0,1.530,,,0,2.95000,,,0,4.530000,,,0,0.000000,,,0,643,,,0,89.010,,,0,,5083.00,152.00,-152.00,0,0.84,0.08,-0.07,0,0.84,0.06,-0.07,0,4.51,0.06,-0.07,0,,,,0,297.5771450,40.0276768,275.6940000,1.1660000,-1.1560000,13.4470000,0.1140000,-0.1140000,11.2890000,0.0180000,-0.0180000
Kepler-1931 b,Kepler-1931,b,1,1,0,0,Transit,2021,Kepler,0,38.57609940,,,0,0.235600,,,0,2.653,,,0,7.53000,,,0,2.220000,,,0,0.000000,,,0,619,,,0,89.940,,,0,,6167.00,111.00,-136.00,0,1.22,0.22,-0.13,0,1.17,0.09,-0.10,0,4.33,0.08,-0.12,0,,,,0,290.8723061,43.3330104,620.0910000,9.0120000,-8.7630000,12.6710000,0.0800000,-0.0800000,11.3300000,0.0110000,-0.0110000
Kepler-1932 b,Kepler-1932,b,1,1,0,0,Transit,2021,Kepler,0,0.52417702,,,0,0.012300,,,0,1.515,,,0,2.91000,,,0,4.600000,,,0,0.000000,,,0,1891,,,0,86.420,,,0,,5278.00,73.00,-84.00,0,0.82,0.08,-0.03,0,0.91,0.03,-0.06,0,4.58,0.02,-0.09,0,,,,0,285.3314903,41.0638435,713.7330000,13.1780000,-12.7170000,15.2860000,0.0920000,-0.0920000,13.1490000,0.0320000,-0.0320000
Kepler-1933 b,Kepler-1933,b,1,1,0,0,Transit,2021,Kepler,0,4.94329023,,,0,0.056100,,,0,1.180,,,0,1.76000,,,0,5.890000,,,0,0.000000,,,0,1058,,,0,79.910,,,0,,5661.00,76.00,-84.00,0,1.01,0.14,-0.09,0,0.96,0.06,-0.05,0,4.42,0.08,-0.11,0,,,,0,283.9950850,39.9170121,328.0070000,2.2260000,-2.1970000,12.8100000,0.0460000,-0.0460000,11.1060000,0.0200000,-0.0200000
Kepler-1934 b,Kepler-1934,b,1,1,0,0,Transit,2021,Kepler,0,1.41975999,,,0,0.024500,,,0,0.913,,,0,0.70200,,,0,5.070000,,,0,0.000000,,,0,1700,,,0,83.770,,,0,,5925.00,107.00,-119.00,0,1.04,0.16,-0.11,0,0.97,0.07,-0.07,0,4.39,0.08,-0.12,0,,,,0,290.9193265,37.2871677,428.5140000,4.3400000,-4.2550000,12.8740000,0.0570000,-0.0570000,11.4360000,0.0180000,-0.0180000
Kepler-1935 b,Kepler-1935,b,1,1,0,0,Transit,2021,Kepler,0,3.95140004,,,0,0.046300,,,0,2.503,,,0,6.82000,,,0,2.390000,,,0,0.000000,,,0,1083,,,0,79.610,,,0,,5570.00,166.00,-149.00,0,0.90,0.22,-0.12,0,0.85,0.11,-0.07,0,4.46,0.10,-0.17,0,,,,0,296.4037783,39.7227036,904.7020000,14.7640000,-14.3050000,14.5220000,0.1370000,-0.1370000,12.6830000,0.0230000,-0.0230000
Kepler-1936 b,Kepler-1936,b,1,1,0,0,Transit,2021,Kepler,0,126.55699920,,,0,0.554800,,,0,3.166,,,0,10.20000,,,0,1.770000,,,0,0.000000,,,0,524,,,0,88.630,,,0,,6501.00,179.00,-247.00,0,1.85,0.58,-0.58,0,1.42,0.21,-0.26,0,4.05,0.23,-0.19,0,,,,0,290.7300141,44.8361280,871.0960000,11.4100000,-11.1240000,13.3930000,0.1030000,-0.1030000,12.2010000,0.0190000,-0.0190000
Kepler-1937 b,Kepler-1937,b,1,1,0,0,Transit,2021,Kepler,0,9.68859959,,,0,0.094300,,,0,3.023,,,0,9.39000,,,0,1.870000,,,0,0.000000,,,0,1014,,,0,89.820,,,0,,6457.00,179.00,-246.00,0,1.20,0.43,-0.14,0,1.19,0.18,-0.16,0,4.36,0.07,-0.22,0,,,,0,290.6583922,40.7785383,905.0690000,16.1010000,-15.5580000,14.1630000,0.1260000,-0.1260000,12.8170000,0.0270000,-0.0270000
Kepler-1938 b,Kepler-1938,b,1,1,0,0,Transit,2021,Kepler,0,13.06260014,,,0,0.093800,,,0,1.828,,,0,4.00000,,,0,3.600000,,,0,0.000000,,,0,527,,,0,89.760,,,0,,4522.00,136.00,-136.00,0,0.66,0.05,-0.06,0,0.65,0.07,-0.05,0,4.62,0.05,-0.03,0,,,,0,299.3518920,41.1957285,421.1520000,4.6390000,-4.5400000,15.2460000,0.2630000,-0.2630000,12.4940000,0.0240000,-0.0240000
Kepler-1939 b,Kepler-1939,b,1,1,0,0,Transit,2021,Kepler,0,2.79065990,,,0,0.033400,,,0,1.165,,,0,1.68000,,,0,5.840000,,,0,0.000000,,,0,816,,,0,87.730,,,0,,4353.00,118.00,-131.00,0,0.60,0.06,-0.04,0,0.65,0.06,-0.06,0,4.68,0.03,-0.05,0,,,,0,285.6899312,40.9946659,189.8330000,0.4950000,-0.4920000,13.6220000,0.0920000,-0.0920000,10.8410000,0.0200000,-0.0200000
Kepler-194 b,Kepler-194,b,1,3,0,0,Transit,2014,Kepler,0,2.09228100,0.00000800,-0.00000800,0,0.032000,,,0,1.510,0.790,-0.790,0,2.89000,,,0,4.610000,,,0,0.000000,,,0,1648,,,0,87.620,,,0,,6089.00,200.00,-200.00,0,1.02,0.54,-0.54,0,1.09,0.08,-0.06,0,4.42,0.30,-0.30,0,2.500,1.700,-1.700,0,291.9714290,47.8640498,1097.9700000,28.7700000,-27.3700000,14.9690000,0.1600000,-0.1600000,13.5120000,0.0460000,-0.0460000
Kepler-194 c,Kepler-194,c,1,3,0,0,Transit,2014,Kepler,0,17.30803200,0.00007900,-0.00007900,0,0.131000,,,0,2.590,1.360,-1.360,0,7.22000,,,0,2.280000,,,0,0.000000,,,0,815,,,0,90.000,,,0,,6089.00,200.00,-200.00,0,1.02,0.54,-0.54,0,1.09,0.08,-0.06,0,4.42,0.30,-0.30,0,2.500,1.700,-1.700,0,291.9714290,47.8640498,1097.9700000,28.7700000,-27.3700000,14.9690000,0.1600000,-0.1600000,13.5120000,0.0460000,-0.0460000
